lfdn;country;copcvdis;ctpcvdis17
8424;7;-66;I don't think they should be allowed to voice there opioions that way, there is a lot of people that usually get hurt in those types of demostrations, There are many other ways to get your views heard
8514;7;-66;Your elected member is responsible to represent the views of the electors.  There is no room for civil disobedience in society.  You can vote them, you can also vote them out if one feels they are not be represented properly.
8543;7;I feel strongly that the people do not engage in civil disobedience like picketting or sit ins or riots . I feel any violant act to anyone wrong government or not ;-66
8556;7;If a citizen engages in civil disobedience diserve any punishment they receive for their actions.;-66
8583;7;-66;"I do not feel in any society that civil disobedience which infers breaking the law will
solve any problem with anything or anybody including the government. Resorting to
possible violence instead of talking it out, doesn't solve anything. It only makes the
situation worse. To me violence is not a means to an end unless of course someone
threatens your personal space and property physically in which case your have every right to defend yourself in kind."
8614;7;-66;-66
8625;7;-66;dontb understand
8631;7;-66;There is no real point to oppose the government, they generally do what they believe is best, rather than make real improvements for the citizens.The changes made in Government make no worthy differences where change is needed. 
8672;7;-66;we cant always get what we want. we must learn to work together and consider each other
8675;7;to me that indicates more of a riot situation than just a picket or something;-66
8706;7;-66;it is important to stand up for what u believe in
8717;7;staging ralliies or peaceful demonstrations;-66
8754;7;I'm not sure what it means exactly. If it means peaceful demonstrations, the people should be allowed to participate in that. If it means riots, damaging property, taunting police, fighting, then I don't think people should be allowed to do that.;-66
8770;7;i dont know;-66
8787;7;-66;to get the message to the government that the populace is not happy.
8793;7;"mass gatherings; strikes";-66
8853;7;very impo;-66
8870;7;Since we live in a democracy, if the people do not feel they are being represented properly i feel protesting strikes, etc are appropriate.;-66
8905;7;-66;because this is where we live and we have the right to fight in what we believe in
8981;7;this is a form of expressing their views;-66
9003;7;-66;you should never be disobedient.
9008;7;-66;As a citizen I find that sometimes the government is very linient on disobedience. Ex: all immigrants that are in our jails should all be returned to their Country to serve their terms and not be allowed back into Canada. This would make a lot of rooms for our own criminals and we wouldn't be paying for the rest.
9013;7;-66;Citizens need to be heard somehow.
9295;7;-66;there has to be some law and order
9425;7;not sure;-66
9479;7;riots, and public destruction of property;-66
9503;7;-66;I do not know how to explain this one.
9505;7;-66;-66
9597;7;-66;i selected 5 beacuse although it is a good thing   sometimes it leads to violence  which is the only thing i don't like about it.
9603;7;"riots
criminal behavior";-66
9619;7;-66;1
9620;7;"peaceful protests
strikes
";-66
9626;7;-66;you should be allowed to protest when the government does not put the public first
9638;7;protesting and damaging property;-66
9645;7;-66;the government sometiimes makes the wrong mistakes
9664;7;demonstations;-66
9696;7;picketing;-66
9700;7;-66;none
9725;7;not sure of any;-66
9772;7;-66;-66
9786;7;-66;yes if what they put as a law ,and we people don't like we fight back
9787;7;Everyone is entitled to their own opinion as long as it's done appropriately.;-66
9790;7;-66;Everyone has a right to speak out, but saying that's okay would only bring out more violence in my opinion.
9815;7;I missunderstood the question;-66
9816;7;-66;-99
9848;7;-66;na
9867;7;-66;Acts of violence which happen after acts of civil disobedience never proves a point just makes the people look stupid
9909;7;-99;-66
9917;7;"punch em in the head
";-66
9925;7;protests;-66
9931;7;-66;i dont really have an opinion about that
9932;7;"peaceful demonstrations; peaceful lobbying; peaceful petitions";-66
9933;7;Rallies, protests, radical events.;-66
9946;7;-66;i don't know
9970;7;-66;people need to defend what they believe in but they dont need to break the law in order to do it.
10183;7;-66;Shouldnt engage in violance, but should get there views accross in a correct mannor
10479;7;disobeying the law;-66
10500;7;-66;If the general public was alowed to make all desitions then we would not have a government to do so,
10508;7;causing riots, violence, etc. Anything that disrupts society;-66
10591;7;Protests, petitions, legal actions.;-66
10779;7;i dont even get it, like i said this topic does not interest me at all;-66
10824;7;-66;-66
10933;7;I believe it means braeking laws you dont like while protesting;-66
10997;7;Violent protest never do what people think they will.;-66
11014;7;-66;Civil disobedience is a two edged sword and can quickly descend into anarchy.
11060;7;-66;people have the right to protest... but to a certain limit
11072;7;-66;We live in a free country.... if the government screws up and people get together to show their opinion then whats wrong with that?
11080;7;PROTEST;-66
11087;7;-66;-66
11113;7;-66;-66
11148;7;-66;depends on the situation 
11163;7;no comment;-66
11205;7;-66;?
11241;7;-66;-66
11258;7;-66;-66
11285;7;new taxes;-66
11287;7;-66;living in Canada  goverment isnt too bad
